r_mean,r_median,r_std,g_mean,g_median,g_std,b_mean,b_median,b_std,green_coverage,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,sobel_mean,sobel_std,canny_mean,canny_std,binary_mean,binary_std,lbp_mean,lbp_std,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,contrast,dissimilarity,homogeneity,energy,glcm_corre,ASM,entropy,image_id,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Total_g,Dry_Green_g,Dry_Dead_g,Dry_Clover_g,GDM_g
97.388849,81.0,69.72392986238802,115.3555905,101.0,71.29330795310531,63.972358,42.0,61.4263910621472,0.816628,40.2792415,11.764596834769893,146.7130515,69.99808958863339,117.066253,71.2641377871085,223.59248219637684,203.5136960729249,67.610445,112.55883440184506,97.0227825,123.8038335975817,5.8936614990234375,3.493554697298261,0.1255950927734375,0.113067626953125,0.0348968505859375,0.0220947265625,0.0222320556640625,0.02783203125,0.039459228515625,0.1147003173828125,0.12432861328125,0.37579345703125,5720.272601930047,56.6185142583517,0.032370343063514974,0.006613636864313504,0.3296608955658399,4.392086947440512e-05,10.392791597613876,ID1948354837,2015/1/15,NSW,Fescue_CrumbWeed,0.63,5.0,33.5,19.0341,14.4659,0.0,19.0341
130.962188,132.0,50.83633095781655,134.179668,143.0,50.9031976246068,118.2414625,122.0,49.42511434848779,0.4719555,59.393003,52.91162295414867,54.220974,33.63533080692567,142.104999,50.200767675504714,136.85959272848177,133.08669353918938,58.1141175,106.96658034029223,146.7018825,126.0457762420312,5.927093505859375,3.503271814015828,0.118682861328125,0.1183624267578125,0.037750244140625,0.0240478515625,0.02069091796875,0.026092529296875,0.0363922119140625,0.1085357666015625,0.1152496337890625,0.394195556640625,3117.298466755624,41.821089424741466,0.034893810652434104,0.007133760425929991,0.31727111668358265,5.1156828527125016e-05,10.169595834780939,ID799079114,2015/7/1,Tas,Ryegrass,0.53,4.0,27.7523,8.0022,19.7501,0.0,8.0022
109.579625,110.0,57.33780732517922,139.7244695,147.0,60.630347751300015,58.1533095,52.0,48.176214947806045,0.9135215,40.6246495,6.629492778648284,168.1635745,55.88004924732038,140.420732,60.35421651039948,161.99246066189912,156.38659628850246,59.41347,107.79830440484255,124.300515,127.45984973996626,5.9036102294921875,3.5091609537118007,0.1218719482421875,0.1164093017578125,0.037567138671875,0.025115966796875,0.0222625732421875,0.026336669921875,0.0341796875,0.1070404052734375,0.1213226318359375,0.3878936767578125,4394.2946609029495,50.20891296316701,0.029266988083769242,0.006094846790023359,0.28438175406450106,3.7308215155043266e-05,10.393768827867467,ID566966892,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,20.4,15.5429,3.8857,0.9714,16.5143
117.2110525,104.0,70.31578786689543,133.6072705,123.0,68.98042729673271,76.971573,54.0,69.9861811138861,0.8278,38.70436,9.45016777578049,138.5741345,71.03957623800912,134.6984495,68.92232786112167,188.4274114709371,181.01666633037453,61.79007,109.26323763917621,107.99913,125.99986535406737,5.8851776123046875,3.48767308513515,0.12457275390625,0.111907958984375,0.0351715087890625,0.0242156982421875,0.0245361328125,0.0301971435546875,0.03900146484375,0.112152099609375,0.12213134765625,0.3761138916015625,5492.602170124752,54.874028753976305,0.032767061574777503,0.0058935609466806115,0.38252932606121964,3.488138853781261e-05,10.51547741517916,ID544444725,2015/10/6,NSW,Fescue,0.59,13.0,105.5,60.9225,44.5775,0.0,60.9225
96.2094255,73.0,71.01803119954785,111.2324035,89.0,71.61302655322694,67.4045995,37.0,65.95212872034229,0.702244,40.0731185,15.546247141511605,137.877506,66.07735867314888,114.47628,72.10753042756075,133.23889760632275,162.61635063133056,45.777855,97.86593389223331,90.7038825,122.07495949999817,5.7689666748046875,3.3931103281987287,0.107147216796875,0.10809326171875,0.0478668212890625,0.0385284423828125,0.038665771484375,0.0418701171875,0.0482635498046875,0.1111602783203125,0.1078033447265625,0.3506011962890625,3626.4436554758818,40.11462021819554,0.0664789413121273,0.009033080798973258,0.6123443503761652,8.266630716726848e-05,10.091986275864693,ID554314721,2015/1/15,NSW,Lucerne,0.69,49.0,53.6,50.9,2.7,0.0,50.9
121.3562685,108.0,68.0715110472502,118.2938605,105.0,69.20738046990755,78.6614185,58.0,66.36634541744678,0.385684,28.3656115,14.155747091943537,124.2443575,62.720206376511506,128.221697,68.24309086230042,183.27386016506654,184.19608814846106,61.8885,109.32237221973364,96.39051,123.64647035779026,5.873260498046875,3.4529334419452757,0.1180572509765625,0.1099395751953125,0.0373077392578125,0.0282440185546875,0.0313262939453125,0.03350830078125,0.04217529296875,0.10992431640625,0.1170501708984375,0.372467041015625,5177.185618047482,52.793946483936395,0.03439659026788227,0.006108239731217661,0.39100756458760666,3.758775332308296e-05,10.46517941418743,ID1510574031,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.51,5.1667,41.2,19.4992,14.4672,7.2336,26.7328
121.0127355,112.0,64.09057368527012,126.421938,119.0,66.40878200452224,86.976266,71.0,62.396794851155974,0.547205,33.690029,17.190662581156058,105.7241905,57.05768083807568,131.823475,65.57754513493455,178.80796405147802,179.83149040077862,60.7322025,108.62003138003126,108.3881325,126.05945629211023,5.9170379638671875,3.4757678503020752,0.120391845703125,0.1119537353515625,0.0357666015625,0.024169921875,0.0252685546875,0.0310821533203125,0.039886474609375,0.1100311279296875,0.1180267333984375,0.3834228515625,4911.90648152225,52.104841857708045,0.03391770000834656,0.005941520134043892,0.3593912426689171,3.551919368959254e-05,10.48935372962223,ID1103883611,2015/2/24,NSW,Phalaris,0.48,26.0,95.7,82.7834,12.9166,0.0,82.7834
107.1897435,91.0,66.05558393432159,119.9036715,107.0,66.62970191528765,68.3472365,46.0,65.64985458714337,0.7242695,36.775187,13.67504230761393,143.5002355,69.86124026199748,122.669158,66.3004419937834,187.80909824880447,182.22697781056175,62.0250525,109.40421038457448,90.663465,122.06276946388597,5.930206298828125,3.4799464824789124,0.1231231689453125,0.1093597412109375,0.0361785888671875,0.0230865478515625,0.0217742919921875,0.0303497314453125,0.0398101806640625,0.1121063232421875,0.121124267578125,0.383087158203125,5312.358464473964,53.85138780758927,0.033709276891423,0.0062027442397657034,0.33635346269849764,3.864683669902861e-05,10.448183396106286,ID684062938,2015/10/6,NSW,Fescue,0.6,14.3333,106.6,73.0137,33.5863,0.0,73.0137
103.202442,86.0,64.58457043471478,120.1847965,111.0,67.59518357659508,57.573142,37.0,60.642188534450476,0.7608675,37.568677,9.891569211690879,163.6417355,63.6610003223955,122.880117,66.6775106618889,119.73581522654256,144.84711946405855,44.6225775,96.88953937219694,83.776425,119.768522530836,5.847686767578125,3.4105558214549796,0.1086273193359375,0.11181640625,0.039794921875,0.031280517578125,0.037628173828125,0.0390472412109375,0.047607421875,0.1085968017578125,0.1095428466796875,0.366058349609375,3788.5986489578236,43.152130250394336,0.04641160396243436,0.006859703354637519,0.5294258032557306,4.794191462642201e-05,10.305865000527106,ID2145635095,2015/7/1,Tas,Ryegrass,0.73,6.0,40.2643,22.7022,17.5621,0.0,22.7022
118.596134,123.0,55.53683789390644,148.2184975,156.0,55.89878808473843,63.8898815,60.0,49.732858407857044,0.97074,40.8374765,4.696359186853976,164.0382665,56.006713429507506,148.44356,55.9031652728752,159.5686567612881,141.3455087061426,62.9387175,109.94585395527743,138.7206375,127.00530419668932,5.9006195068359375,3.5071854752790244,0.1226806640625,0.11529541015625,0.03802490234375,0.0236968994140625,0.02203369140625,0.027496337890625,0.0375213623046875,0.10693359375,0.117950439453125,0.38836669921875,3955.2037154130444,47.97862746600048,0.02812557935762494,0.006280595836336328,0.28985667057300013,3.955634203169889e-05,10.345272020514411,ID1343327476,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,44.0,37.7143,3.1429,3.1429,40.8571
70.9191135,49.0,65.8441105860966,101.441661,85.0,65.9842692053271,60.374691,41.0,58.45017837145168,0.9305965,53.9240055,15.12726281704558,124.889605,58.35428973900699,101.706605,66.00459835779607,81.90312822006587,124.54955415322625,31.2330375,83.59977231442437,48.1808475,99.82345439164955,5.716094970703125,3.337820711821085,0.096160888671875,0.107635498046875,0.05133056640625,0.0475616455078125,0.0506744384765625,0.0487823486328125,0.0487213134765625,0.1080322265625,0.101959228515625,0.339141845703125,2089.8834350075117,27.119537137165203,0.09718959651516859,0.01163284598050011,0.7362725145752038,0.0001375053087438521,9.564524096788922,ID1385921939,2015/5/7,NSW,Lucerne,0.79,32.0,50.5,43.6757,6.8243,0.0,43.6757
66.530232,57.0,41.36015392894682,49.1008845,45.0,23.92673982843587,55.0408535,51.0,25.53270421423351,0.160983,112.3904765,60.585370244003194,60.8419335,51.86926167280171,67.987742,41.08530811301572,55.03128675971696,53.35848206770691,19.8082725,68.25497658094787,4.122585,32.15996685193838,5.9458160400390625,3.431921505024119,0.1103668212890625,0.1079559326171875,0.0418853759765625,0.0296478271484375,0.0283355712890625,0.032135009765625,0.0398712158203125,0.1099090576171875,0.1165008544921875,0.383392333984375,661.869730362162,18.508901504230103,0.0659029920005116,0.014925030818899815,0.48128902858600786,0.00022387086425740683,8.796458568357874,ID1444674500,2015/7/8,WA,Clover,0.43,1.0,15.14,3.5,0.0,11.64,15.14
133.3787705,138.0,53.2562796523408,147.635789,156.0,53.01411670817008,67.545764,65.0,48.914540718035006,0.801515,35.2301595,6.089288062208894,157.1048365,55.40059304563686,149.6448545,52.911593929627834,183.22703531300192,146.3576015907883,74.0256075,115.74428429411077,149.779605,125.53831766056123,5.918243408203125,3.526194935476343,0.12567138671875,0.1157073974609375,0.0352783203125,0.0225067138671875,0.02154541015625,0.02655029296875,0.03448486328125,0.1041259765625,0.117431640625,0.396697998046875,3886.1200714269653,48.22037173202771,0.025198995009169663,0.006582928499600718,0.20130124067618008,4.337871420860781e-05,10.280448708363696,ID386216505,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,32.2,21.4667,7.6667,3.0667,24.5333
119.1890695,117.0,50.42903942396849,130.7976995,132.0,48.409334792038834,107.9717605,106.0,49.665977540270376,0.7485845,54.81907,34.928370450610785,60.134356,39.400315956414154,133.220188,48.67334857234151,157.5598472084455,120.30593175588348,66.70545,112.07262239413114,121.780095,127.37163219018186,5.9634857177734375,3.5154679247085183,0.123870849609375,0.114227294921875,0.0350799560546875,0.0219879150390625,0.0199432373046875,0.0229339599609375,0.033355712890625,0.109893798828125,0.1190643310546875,0.3996429443359375,3373.0204607454684,45.024810694808735,0.026327742698634745,0.006651159518428751,0.2332801968401133,4.428608703718508e-05,10.233692636398091,ID415656958,2015/6/26,Vic,Ryegrass,0.71,4.0,17.1313,4.8182,11.2424,1.0707,5.8889
90.9128705,85.0,43.16363917639742,105.659695,103.0,43.036801106808284,86.2875595,82.0,41.894937248239906,0.740544,65.2743865,37.83587104255191,63.714923,39.7109786470199,107.792141,43.299631310625706,135.6072469006806,121.99830651290964,62.662935,109.78344593874692,61.6096575,109.15453616425062,5.977569580078125,3.506583484766494,0.12042236328125,0.1159210205078125,0.03497314453125,0.0225982666015625,0.0204010009765625,0.0240020751953125,0.0312957763671875,0.1080780029296875,0.122802734375,0.399505615234375,2349.893497092647,36.37007587226429,0.03536220140154272,0.008085759846260074,0.2729229712191393,6.549286924898989e-05,9.906443383880445,ID681680726,2015/8/21,WA,Clover,0.66,1.0,45.85,0.0,0.0,45.85,45.85
101.0585845,88.0,64.26469444692287,130.71137,125.0,65.34000805573183,58.5907055,40.0,58.977720967432006,0.960731,42.811857,6.278443613790841,166.391231,63.00894565301534,131.0592825,65.24962378500884,151.5940439728347,157.67253504641283,53.1635475,103.58736327233764,94.862805,123.2520324478748,5.8163604736328125,3.4309083157431246,0.111236572265625,0.1116790771484375,0.04290771484375,0.0336761474609375,0.036712646484375,0.0364837646484375,0.04345703125,0.107391357421875,0.1120147705078125,0.36444091796875,4244.218812041108,46.54065228819154,0.040012439276010656,0.0063048977190579315,0.44618852723220814,4.0068631695763525e-05,10.404245018963483,ID423506847,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,55.0,43.2143,10.8036,0.9821,44.1964
135.375608,131.0,58.13346187550108,121.922909,118.0,59.18055978932374,83.511481,75.0,56.733664425864816,0.152085,22.9174555,7.647337569737569,117.798397,54.58960654035153,136.7281255,58.13377536988502,197.84023409970254,155.95560817545143,77.13546,117.1309656350036,113.4310125,126.72140147080462,5.9264678955078125,3.5016446174161167,0.1236724853515625,0.1136932373046875,0.03570556640625,0.0226898193359375,0.0215301513671875,0.026123046875,0.0362701416015625,0.11065673828125,0.122589111328125,0.3870697021484375,4401.453256920955,51.4347843978355,0.023763983876920775,0.005917596204665198,0.282261815356903,3.505777201160229e-05,10.433533678001005,ID968643034,2015/11/10,Tas,Ryegrass_Clover,0.38,2.6667,18.1,9.0,7.6,1.5,10.5
125.3197,125.0,68.54661915010834,132.3867495,132.0,69.09267412196644,90.2537995,84.0,66.65290513033771,0.626746,35.238118,12.610489237855761,113.9024945,64.43168949497962,136.8716645,68.77189114383462,198.68833988025492,189.867483173471,64.6362525,110.92519664285581,125.06628,127.47677046019639,5.8392486572265625,3.4890783414518975,0.1219024658203125,0.1148529052734375,0.0397186279296875,0.025909423828125,0.02655029296875,0.0300750732421875,0.0390625,0.11138916015625,0.1183013916015625,0.3722381591796875,5453.658991479254,55.1758892763681,0.03238517920902557,0.005916073774967131,0.3581568351123329,3.517388729949185e-05,10.488592146911898,ID443091455,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,60.5,26.2547,11.9858,22.2594,48.5142
115.19047,92.0,75.71312125503148,113.0954265,94.0,76.51983494678421,85.7321845,60.0,69.4600923002407,0.360591,40.5643445,41.95310795144168,95.6168845,61.302365606994805,122.4801135,76.07018653537742,199.36736504416254,196.89106956981976,61.9128525,109.33698405760626,95.68569,123.46699834054401,5.8403472900390625,3.4589409310858708,0.1222991943359375,0.10589599609375,0.04156494140625,0.0277099609375,0.0282135009765625,0.035736083984375,0.0437469482421875,0.1098480224609375,0.11962890625,0.3653564453125,5984.864335217963,56.64836221346809,0.034032032145501656,0.006715733126595659,0.41813051932641,4.540443505796822e-05,10.421529170128846,ID1163061745,2015/6/29,Tas,WhiteClover,0.5,2.0,13.1,1.2,6.7,5.2,6.4
109.227914,96.0,68.43276721139225,118.829262,107.0,67.34903004895733,84.210317,66.0,66.48915424157168,0.6559395,39.517308,21.086194000652085,104.294269,62.335365642271164,122.3923715,67.38645475988471,219.65281769601108,191.88713174989851,71.8272525,114.703074003277,97.8969225,124.01575626721389,5.9509735107421875,3.491316738759639,0.1237640380859375,0.111358642578125,0.034637451171875,0.0217132568359375,0.02093505859375,0.026641845703125,0.03631591796875,0.1136322021484375,0.12408447265625,0.3869171142578125,5518.260525820414,56.415004355309556,0.02616348977110884,0.005877706090201231,0.308679753887339,3.462616912282084e-05,10.505126284876377,ID1011485656,2015/9/4,Tas,Ryegrass_Clover,0.62,4.6667,48.2735,16.2751,31.9984,0.0,16.275
127.9725435,131.0,51.87861762461109,154.0664755,161.0,49.553586626074825,70.0176005,68.0,46.59602760667906,0.9040525,39.0590025,6.082751696805789,154.2598625,51.210463745030616,154.9930125,49.50953431082584,166.08603604861952,140.26672878005186,68.7437925,113.15457604629589,153.2000475,124.88297545501442,5.9363555908203125,3.5343070008269275,0.1279296875,0.113983154296875,0.0355987548828125,0.0217132568359375,0.0183563232421875,0.0245513916015625,0.0331878662109375,0.1060943603515625,0.11920166015625,0.399383544921875,3379.6414542785074,44.52928281790848,0.028756508346604006,0.006897473131220351,0.23696833173397966,4.764311913099083e-05,10.203271215261985,ID227847873,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,40.16,23.9377,7.5836,8.6387,32.5764
116.755767,102.0,71.54393077852036,112.0334945,98.0,71.2721013694592,83.549792,64.0,69.70964676970277,0.289576,30.6915935,28.187223043974328,105.9450075,65.76862272638027,120.775432,71.11414236432428,223.45915212681348,195.84742766185525,72.253485,114.90897519495496,95.156565,123.32944584486208,5.9408721923828125,3.479207823783644,0.12200927734375,0.110107421875,0.036590576171875,0.0218963623046875,0.022918701171875,0.029205322265625,0.0374603271484375,0.1130218505859375,0.122833251953125,0.3839569091796875,6198.25056057293,59.86733431854667,0.025304270380700274,0.005868658839454795,0.3153298727145766,3.4564125154434935e-05,10.5282143905421,ID1997244125,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,50.2208,4.1536,46.0672,0.0,4.1536
114.470787,108.0,63.457900466377154,134.6108375,131.0,62.7138294879893,66.158252,53.0,58.383671512714045,0.9193905,38.687846,5.748750114614829,156.9620155,64.25306748846904,135.141448,62.721682546495025,236.67901657665539,173.86646904250182,80.071275,118.35018396637318,112.6292925,126.62982294250214,5.9639129638671875,3.531296784292257,0.129669189453125,0.1132965087890625,0.0319366455078125,0.0193023681640625,0.018218994140625,0.0235748291015625,0.031463623046875,0.107269287109375,0.128997802734375,0.396270751953125,5891.248512907518,60.64122868909649,0.01923872775896296,0.005551108997456813,0.15433271551876993,3.082918558188948e-05,10.543894978614695,ID1496750796,2015/8/14,Vic,Ryegrass_Clover,0.68,2.0,19.5,12.4091,5.3182,1.7727,14.1818
144.489284,142.0,63.71500847655398,124.8695505,122.0,63.79668859296657,93.8556875,88.0,62.79843146450667,0.086221,19.590325,10.500514244282279,110.610996,58.74630568714923,145.435207,63.494575743658224,251.4837504463229,183.29402690336534,85.1405475,120.2577514503753,123.74028,127.44455463267778,5.9248046875,3.5241377783783725,0.1280364990234375,0.113250732421875,0.03546142578125,0.0220184326171875,0.0189208984375,0.0242462158203125,0.03411865234375,0.108245849609375,0.1260833740234375,0.389617919921875,5250.823727743534,57.00892721550251,0.020766864424992246,0.005578084761883803,0.23575724856131822,3.112654190116977e-05,10.528278654096331,ID325799913,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,33.4,11.3527,19.2502,2.797,14.1498
114.0750795,105.0,67.03812442609564,120.758031,114.0,63.95392787783281,70.627107,55.0,60.53835430378457,0.5570295,32.5584145,12.289119974440393,141.023835,64.2897938781326,128.1658215,65.35542930568307,167.87150111073294,165.39655402646446,59.5956675,107.91316707301964,107.20302,125.87407438737972,5.849212646484375,3.4796903050892696,0.1232757568359375,0.1116790771484375,0.0389556884765625,0.025390625,0.0247039794921875,0.0311279296875,0.0437774658203125,0.1134490966796875,0.1165771484375,0.371063232421875,4202.576418910945,47.6932615009924,0.035419375689600324,0.006627549850443905,0.43562987212482934,4.421430775441217e-05,10.335229117458233,ID1053972079,2015/9/4,Tas,Clover,0.56,2.5,30.3882,1.3688,7.9393,21.0801,22.4489
108.487064,101.0,69.51719420877042,120.562807,116.0,65.95919936051943,103.668674,98.0,66.37101408809215,0.528475,55.351363,35.368459339392075,68.7472645,55.07129888850489,125.279694,67.1030603345806,153.62485894791521,154.72629572323237,59.1200925,107.61244468132598,113.7285975,126.75408661334347,5.8296661376953125,3.4305361881837517,0.1121063232421875,0.1111602783203125,0.04339599609375,0.0322723388671875,0.03125,0.0370941162109375,0.0447235107421875,0.1116790771484375,0.1125335693359375,0.3637847900390625,3596.5657285514,42.92165232423226,0.04540889028555829,0.007169631468231444,0.5662866046479633,5.1809382366360936e-05,10.277711283048887,ID1357758282,2015/1/15,NSW,Lucerne,0.77,62.0,112.1,107.3,4.8,0.0,107.3
128.0480705,132.0,47.99181945630974,135.167479,145.0,50.904343054247924,118.0413425,122.0,48.009104868740195,0.599757,61.4557735,46.80337343628874,50.8286575,31.15186800575037,140.5465645,49.520401530554444,109.22838994479099,116.51210053066873,46.73946,98.66096076416648,145.6874925,126.1961374867014,5.860687255859375,3.4760447179509946,0.1126708984375,0.119720458984375,0.0401153564453125,0.0305328369140625,0.0290374755859375,0.0298614501953125,0.0392608642578125,0.103363037109375,0.1143646240234375,0.381072998046875,2704.672743596217,37.80230013696678,0.04520116563630954,0.0077499470041304894,0.4007276864907701,6.0720605893896254e-05,10.057996269201896,ID344618040,2015/5/18,Tas,Ryegrass,0.6,4.0,21.6408,14.9081,6.7327,0.0,14.9081
124.9852215,126.0,53.33360834498205,134.0771015,138.0,52.91237837083774,113.483305,114.0,54.14888386917109,0.6524365,57.931711,40.70329839966878,59.0858115,43.428224127708326,137.4547295,52.639115091173686,201.3056408665478,141.82732792134414,78.1793025,117.57431181220453,134.55789,127.30450184006808,5.94097900390625,3.54384444023032,0.12908935546875,0.1166839599609375,0.0341949462890625,0.0195465087890625,0.0163726806640625,0.0233154296875,0.03009033203125,0.109161376953125,0.123382568359375,0.398162841796875,4281.304344197848,51.474034851383166,0.021806144656551625,0.006214932622059734,0.1470346319061804,3.863692445289991e-05,10.354849930495176,ID2014192906,2015/6/26,Vic,Ryegrass,0.63,3.0,10.1912,3.0,7.0,0.5,3.5
116.0185765,111.0,62.31159840201218,132.229966,129.0,63.74543739467824,66.022626,52.0,58.34371185538439,0.763383,36.445544,9.093011192342393,153.482037,64.72668381997204,134.874215,63.577159586865605,197.48891659070694,180.94543919598735,67.814955,112.66741056467028,116.0269125,126.98274789599316,5.8726806640625,3.494410050795797,0.1227874755859375,0.11529541015625,0.0370941162109375,0.0245361328125,0.023712158203125,0.0281524658203125,0.0392608642578125,0.112396240234375,0.1192474365234375,0.3775177001953125,4756.615721447824,52.20581789456688,0.030796116205140722,0.0060310808412819125,0.30173265831588514,3.647984880420112e-05,10.424262749651025,ID1876271942,2015/2/24,NSW,Ryegrass,0.68,10.0,56.3,47.9386,8.3614,0.0,47.9386
138.81474,140.0,40.13643568794319,158.45201,164.0,36.12904619499248,101.164653,102.0,39.82763532259468,0.856467,40.329361,10.155203017748041,100.740891,42.56210634503559,160.40203,36.5781283402951,122.09898782180271,116.29646452017053,54.6035325,104.60571220550743,193.5382425,109.06512058174788,5.985565185546875,3.512668775888278,0.120697021484375,0.1136627197265625,0.0377349853515625,0.0227508544921875,0.0195770263671875,0.0238800048828125,0.0321197509765625,0.108856201171875,0.1107330322265625,0.4099884033203125,1891.4043924813413,31.238724048444247,0.04510220134782167,0.010392628017497824,0.2263004635395673,0.00010839200604498082,9.57218741498622,ID2091439402,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,28.5,22.4712,4.9327,1.0962,23.5673
100.1586865,95.0,55.535363563181235,104.7437985,102.0,54.0712338798681,86.9258355,81.0,53.58109731171003,0.3805825,39.2290365,37.993193703368334,63.8340165,53.43323811989808,108.808191,54.86058753155602,173.96922929798652,146.69392728898015,71.7999675,114.68982683524702,81.2130375,118.80137668614618,5.8721923828125,3.4545375968298173,0.1168212890625,0.1096343994140625,0.038299560546875,0.030975341796875,0.031524658203125,0.0356597900390625,0.0382537841796875,0.10638427734375,0.1175994873046875,0.374847412109375,3208.567297358879,42.690492884352615,0.036333565912109955,0.00674138339641306,0.39084888471665863,4.552644399519844e-05,10.218535745705317,ID473494649,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,10.88,0.0,0.0,10.88,10.88
103.8863225,103.0,56.98988041684238,145.004316,150.0,58.80719279452255,55.012922,44.0,50.37877726803138,0.9965655,44.3980445,4.3133722394455765,177.819177,56.64572895675958,145.0228535,58.80455215557329,136.58154013650275,144.12024739411498,51.3693675,102.27598347192723,122.39796,127.39787748560958,5.8400421142578125,3.46809045294784,0.1186370849609375,0.11334228515625,0.0400238037109375,0.028045654296875,0.027679443359375,0.0347442626953125,0.041778564453125,0.1102142333984375,0.1139068603515625,0.3716278076171875,3628.48351479922,43.85352191765446,0.03804056414376288,0.006385932092319294,0.40210240137515374,4.105871670125236e-05,10.323247893685135,ID1675365449,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,103.46,89.7395,12.2372,1.4833,91.2228
88.7845035,59.0,79.95575154895664,123.277726,105.0,75.41250428323491,67.7297815,37.0,74.73321538955925,0.9707745,49.908168,10.360688340249217,152.3547135,72.04631801024199,123.352311,75.43232446345053,154.57274002637922,192.78553663264626,48.7783125,100.29529359422772,83.5274175,119.67732445321751,5.84747314453125,3.418322172693727,0.1104278564453125,0.1126556396484375,0.03857421875,0.0312957763671875,0.03558349609375,0.0378875732421875,0.0434417724609375,0.1126708984375,0.114501953125,0.3629608154296875,5546.5082434052965,51.31091827663863,0.05265005004318534,0.008133354522115187,0.4927466589060889,6.847261328527705e-05,10.21550411892828,ID1474775613,2015/5/18,Tas,Ryegrass,0.86,10.0,49.7051,44.3447,5.3604,0.0,44.3447
102.623632,96.0,62.40444170192194,115.450732,112.0,60.73376639616693,78.958302,72.0,57.12093234775492,0.77744,42.8909085,20.15216416528577,108.381113,63.72989162772231,117.579459,61.19253438343047,218.3002626822538,163.45954152284583,78.1076475,117.54422790811867,94.7456325,123.2209454990301,5.9633026123046875,3.514706353029425,0.1253814697265625,0.1121978759765625,0.0357208251953125,0.0215911865234375,0.019134521484375,0.02435302734375,0.0315704345703125,0.1075439453125,0.128204345703125,0.3943023681640625,5198.55630478738,56.22156424212931,0.021371176465333958,0.00571559458964508,0.2182929641945094,3.2685297496557394e-05,10.497794409544813,ID1249094008,2015/6/26,Vic,Ryegrass,0.71,4.0,20.9412,4.5809,16.3603,0.0,4.5809
84.4590355,78.0,35.83521037903557,70.045079,66.0,28.954703070205348,77.945452,74.0,29.44616337514441,0.039554,139.537976,40.30178891592063,47.612901,32.88007086920888,86.2899055,35.6993766654415,79.31228604929959,71.09825759914288,38.389485,91.18972593683336,14.78592,59.59686375769784,6.0130615234375,3.455516571724822,0.113037109375,0.111480712890625,0.037994384765625,0.0228729248046875,0.021820068359375,0.026947021484375,0.0374755859375,0.1136474609375,0.117950439453125,0.3967742919921875,1093.7348074960037,24.149388786766963,0.0515981341117365,0.012160920341800417,0.3454053603494245,0.00014838829041124933,9.184245888441634,ID1963715583,2015/7/8,WA,Clover,0.16,1.0,1.04,0.7,0.0,0.34,1.04
115.8015195,116.0,68.60412314862073,129.571579,132.0,68.24562915269193,79.585358,75.0,62.69790809119421,0.74248,37.701257,11.910992889761582,128.4445705,66.21330428675591,132.488317,68.51438930259478,220.823444147282,190.86431681676962,71.390055,114.48984265906287,122.09196,127.38525465436885,5.88623046875,3.5056145117635626,0.1280517578125,0.110687255859375,0.0358734130859375,0.0234832763671875,0.0219573974609375,0.0300750732421875,0.0364227294921875,0.111572265625,0.1212921142578125,0.380584716796875,5406.033751021834,55.946210532014376,0.02892916028737168,0.006012281612945257,0.3273286670658102,3.624645880557882e-05,10.453898805719247,ID1624268863,2015/1/15,NSW,Fescue_CrumbWeed,0.56,4.0,33.1,22.932,10.168,0.0,22.932
115.1074945,114.0,53.79808813919386,133.301953,136.0,55.13189111925867,87.5756715,85.0,51.479436281141304,0.8222365,42.2511245,17.830791541193555,105.0429415,52.94620128514961,135.5079965,54.52143566576351,181.356300621089,143.34807086959086,71.6961825,114.63936475934737,121.022745,127.33536495280862,5.922027587890625,3.515598005482562,0.1230316162109375,0.114990234375,0.03814697265625,0.02423095703125,0.0202484130859375,0.026123046875,0.0330657958984375,0.1058502197265625,0.1217193603515625,0.3925933837890625,4073.32512302994,49.31061839196943,0.025525505065982064,0.006197954414426598,0.22828203230360725,3.847266562751918e-05,10.359535621366327,ID135365668,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,21.6,17.3333,1.8667,2.4,19.7333
